x,y,c
-0.016218358488757634,-0.37665103363761254,-1.0
0.2194426944938206,0.07223966061753395,1.0
-0.47544343066864214,-0.13937861401688512,-1.0
0.018054729403453207,-0.002593842251968237,-1.0
-0.9364988191282024,-0.0425008446867805,-1.0
0.693372743451915,0.5461258781074991,1.0
0.7142794242380837,-0.27826668898877105,1.0
0.4222843094950033,0.9143051219765144,1.0
0.6816357628516327,0.05587355814750006,1.0
0.6449495001383789,0.05500080053176837,1.0
0.11391343785871788,-0.08648463795760075,-1.0
0.0924204087632905,-0.5740843670989659,-1.0
-0.22827349865090607,0.5316531958445978,-1.0
0.5566950856855581,-0.062494356719409394,1.0
0.5160382441127087,0.8802857263946293,1.0
-0.671551187206419,-0.9643493431211534,-1.0
-0.40309070580294715,-0.6638496328779451,-1.0
0.4685898506951438,0.12047567113954649,1.0
0.7376502457453156,0.9462953528340392,1.0
0.19753454196643316,0.518673421899744,1.0
-0.33363434130615777,0.3106745695524693,-1.0
0.1852841624501893,-0.7990122397909458,-1.0
0.9740094906576513,-0.2131625240135231,1.0
0.24152988689095523,0.49428655150446077,1.0
-0.7438638195028566,-0.7041370389444079,-1.0
0.040387486206147294,-0.3226536298292477,-1.0
-0.18849906941614636,0.012547288278350832,-1.0
-0.3971964100157406,0.02639512192020743,-1.0
-0.5146956434997503,0.16190491497390758,-1.0
-0.3826534878689376,-0.5724283967121295,-1.0
-0.9214419803159561,-0.892412202851995,-1.0
0.010231422648846689,0.9241967241432112,1.0
0.1629109778279656,-0.5073840859803345,-1.0
0.19176170153665173,0.6118586418514254,1.0
-0.43578040270088225,-0.44845656607707984,-1.0
-0.22086504065894763,0.5583600408497977,-1.0
-0.28608506386903154,0.8529401486299084,-1.0
0.46227172977095643,0.6175744074523302,1.0
0.6769288116699306,0.8454675940564711,1.0
-0.3139365015465727,-0.5004284104990488,-1.0
0.02155895413356501,0.3130644891831107,-1.0
-0.19751523642459157,-0.12871075108269192,-1.0
0.496337007681493,0.7262302535581628,1.0
-0.8340439601096317,-0.6661335272510811,-1.0
-0.8684733348769691,0.31629740849114585,-1.0
-0.22703283856428946,-0.9638022349132278,-1.0
0.28540078065056074,-0.861963737628944,-1.0
-0.04115126727936058,0.5262198956948418,-1.0
0.6539118189982567,0.12876484229849905,1.0
0.20098712658407636,0.18058914476425802,1.0
0.9656752702107987,0.2066249702957621,1.0
-0.47024396249151956,-0.2556907315800019,-1.0
0.8203269188166544,0.8238503144138964,1.0
0.2817807276464399,0.9567307570581329,1.0
0.8257786089934298,-0.6297247150544112,1.0
-0.6720320758533258,-0.06739140445820246,-1.0
0.7923273904304633,0.6716125585607398,1.0
0.7395272313263326,0.7651138569602267,1.0
0.09154814425593205,0.6500151647459167,1.0
0.7055139595514675,0.6894826134540653,1.0
0.32403149266120757,-0.17397461217207,-1.0
0.6069071204879852,0.27118199671017074,1.0
-0.6698809609484249,0.7863719713124702,-1.0
0.371401038235996,0.5010412905925361,1.0
0.22298898108741927,-0.10320837813099137,-1.0
0.06312704244040557,-0.7624909674089608,-1.0
-0.860078203485442,0.36326986204333056,-1.0
0.6190411242385927,0.8881729886692435,1.0
0.43633112992988754,-0.36116635664501295,1.0
-0.38931511638943683,-0.5995191843534478,-1.0
-0.20756916141037074,0.27540274136983056,-1.0
0.10913366845617523,0.4823641701842938,1.0
-0.797301521045743,0.3750625866493993,-1.0
-0.23638881638835385,-0.23208956374929635,-1.0
0.1396229296869187,-0.5232315553509668,-1.0
0.0434517314839058,0.049542057082223145,-1.0
0.3259634655876631,0.024921105582812686,1.0
0.5943695131315763,-0.15839556588207593,1.0
